date,high-PETR4.SA,low-PETR4.SA,close-PETR4.SA,open-PETR4.SA,volume-PETR4.SA,adjclose-PETR4.SA,high-^BVSP,low-^BVSP,close-^BVSP,open-^BVSP,volume-^BVSP,adjclose-^BVSP,high-BRL=X,low-BRL=X,close-BRL=X,open-BRL=X,volume-BRL=X,adjclose-BRL=X
2021-01-04,29.18000030517578,28.530000686645508,28.90999984741211,28.649999618530273,74719700.0,28.90999984741211,120354.0,118062.0,118558.0,119024.0,8741400.0,118558.0,5.252799987792969,5.116399765014648,5.19189977645874,5.172800064086914,0.0,5.19189977645874
2021-01-05,30.18000030517578,28.239999771118164,30.040000915527344,28.899999618530273,95181100.0,30.040000915527344,119790.0,116756.0,119223.0,118835.0,9257100.0,119223.0,5.350299835205078,5.274600028991699,5.295300006866455,5.295000076293945,0.0,5.295300006866455
2021-01-06,30.899999618530273,30.049999237060547,30.100000381469727,30.15999984741211,96562500.0,30.100000381469727,120924.0,118917.0,119851.0,119377.0,11638200.0,119851.0,5.346680164337158,5.231206893920898,5.28410005569458,5.2845001220703125,0.0,5.28410005569458
2021-01-07,31.149999618530273,30.34000015258789,31.0,30.34000015258789,56171300.0,31.0,121983.0,119101.0,121956.0,119103.0,11774800.0,121956.0,5.4055681228637695,5.2967000007629395,5.312900066375732,5.313300132751465,0.0,5.312900066375732
2021-01-08,31.760000228881836,30.350000381469727,31.1200008392334,31.459999084472656,67136300.0,31.1200008392334,125324.0,122386.0,125077.0,122387.0,11085800.0,125077.0,5.411399841308594,5.320400238037109,5.40880012512207,5.408699989318848,0.0,5.40880012512207
2021-01-11,31.059999465942383,30.399999618530273,30.860000610351562,30.610000610351562,48744700.0,30.860000610351562,125075.0,122506.0,122807.0,125075.0,9537600.0,122807.0,5.51200008392334,5.414599895477295,5.4121880531311035,5.417500019073486,0.0,5.4121880531311035
2021-01-12,31.559999465942383,30.6299991607666,30.6299991607666,31.1200008392334,65691900.0,30.6299991607666,124584.0,123227.0,123998.0,123255.0,8949000.0,123998.0,5.490200042724609,5.4057698249816895,5.48769998550415,5.48829984664917,0.0,5.48769998550415
2021-01-13,30.860000610351562,29.0,29.149999618530273,30.68000030517578,93826600.0,29.149999618530273,124032.0,121016.0,122040.0,123996.0,10291500.0,122040.0,5.349999904632568,5.268499851226807,5.321400165557861,5.321100234985352,0.0,5.321400165557861
2021-01-14,29.670000076293945,28.719999313354492,29.450000762939453,29.170000076293945,50745400.0,29.450000762939453,123896.0,121947.0,123481.0,121947.0,8974400.0,123481.0,5.301478862762451,5.211100101470947,5.297500133514404,5.297800064086914,0.0,5.297500133514404
2021-01-15,29.079999923706055,28.030000686645508,28.1200008392334,29.049999237060547,80673300.0,28.1200008392334,123472.0,120374.0,120502.0,123472.0,9387600.0,120502.0,5.291639804840088,5.193142890930176,5.195799827575684,5.195799827575684,0.0,5.195799827575684
2021-01-18,28.850000381469727,28.010000228881836,28.06999969482422,28.309999465942383,68855700.0,28.06999969482422,122586.0,120351.0,121242.0,120351.0,7223100.0,121242.0,5.3206000328063965,5.235958099365234,5.291299819946289,5.289599895477295,0.0,5.291299819946289
2021-01-19,28.860000610351562,27.639999389648438,28.690000534057617,28.479999542236328,61656000.0,28.690000534057617,122120.0,119257.0,120673.0,121250.0,7886000.0,120673.0,5.345799922943115,5.244100093841553,5.2947998046875,5.295000076293945,0.0,5.2947998046875
2021-01-20,29.1200008392334,28.110000610351562,28.209999084472656,28.950000762939453,60306200.0,28.209999084472656,121449.0,118740.0,119708.0,120645.0,7947300.0,119708.0,5.357399940490723,5.275000095367432,5.3566999435424805,5.356200218200684,0.0,5.3566999435424805
2021-01-21,28.399999618530273,27.510000228881836,27.549999237060547,28.020000457763672,41284900.0,27.549999237060547,120243.0,117785.0,118443.0,119628.0,8573900.0,118443.0,5.396900177001953,5.233826160430908,5.290500164031982,5.290299892425537,0.0,5.290500164031982
2021-01-22,27.239999771118164,26.559999465942383,27.09000015258789,26.93000030517578,51181900.0,27.09000015258789,118318.0,116109.0,117172.0,118318.0,9373100.0,117172.0,5.461699962615967,5.346981048583984,5.3495001792907715,5.349400043487549,0.0,5.3495001792907715
2021-01-26,27.969999313354492,26.81999969482422,27.0,27.25,64514600.0,27.0,119167.0,116109.0,116464.0,117381.0,10681400.0,116464.0,5.4704999923706055,5.341590881347656,5.4654998779296875,5.463791847229004,0.0,5.4654998779296875
2021-01-27,28.170000076293945,26.530000686645508,27.399999618530273,26.809999465942383,68337800.0,27.399999618530273,117840.0,114887.0,115882.0,116463.0,12380400.0,115882.0,5.417300224304199,5.3491997718811035,5.353799819946289,5.354000091552734,0.0,5.353799819946289
2021-01-28,28.450000762939453,27.309999465942383,27.760000228881836,27.31999969482422,67827000.0,27.760000228881836,119314.0,115734.0,119314.0,115882.0,12065900.0,119314.0,5.454100131988525,5.3889641761779785,5.412600040435791,5.411900043487549,0.0,5.412600040435791
2021-01-29,27.68000030517578,26.690000534057617,26.690000534057617,27.520000457763672,67555300.0,26.690000534057617,118880.0,115299.0,116007.0,118880.0,10965200.0,116007.0,5.503699779510498,5.411807060241699,5.437989234924316,5.437483787536621,0.0,5.437989234924316
2021-02-01,27.68000030517578,26.829999923706055,27.530000686645508,27.260000228881836,44449500.0,27.530000686645508,117862.0,115093.0,117365.0,115093.0,8716500.0,117365.0,5.482500076293945,5.417943000793457,5.4608001708984375,5.4608001708984375,0.0,5.4608001708984375
2021-02-02,29.139999389648438,28.200000762939453,28.65999984741211,28.399999618530273,91663000.0,28.65999984741211,119805.0,117519.0,118234.0,117520.0,11625900.0,118234.0,5.433499813079834,5.3531999588012695,5.430500030517578,5.43120002746582,0.0,5.430500030517578
2021-02-03,29.139999389648438,28.65999984741211,28.940000534057617,28.979999542236328,47486800.0,28.940000534057617,120210.0,118234.0,119725.0,118235.0,8704300.0,119725.0,5.390500068664551,5.321300029754639,5.3668999671936035,5.365368843078613,0.0,5.3668999671936035
2021-02-04,28.989999771118164,28.209999084472656,28.81999969482422,28.829999923706055,41444100.0,28.81999969482422,120560.0,118918.0,119261.0,119728.0,8100700.0,119261.0,5.427599906921387,5.336678981781006,5.3520002365112305,5.35055685043335,0.0,5.3520002365112305
2021-02-05,30.09000015258789,28.31999969482422,28.84000015258789,28.979999542236328,121098700.0,28.84000015258789,121117.0,119261.0,119925.0,119261.0,8208400.0,119925.0,5.453100204467773,5.344791889190674,5.4257001876831055,5.425600051879883,0.0,5.4257001876831055
2021-02-08,29.299999237060547,27.799999237060547,28.110000610351562,28.510000228881836,98821700.0,28.110000610351562,120844.0,119140.0,119516.0,120239.0,8619100.0,119516.0,5.416100025177002,5.307300090789795,5.369200229644775,5.370200157165527,0.0,5.369200229644775
2021-02-09,28.3700008392334,27.3799991607666,27.540000915527344,28.049999237060547,63662200.0,27.540000915527344,119975.0,118246.0,119429.0,119696.0,7913500.0,119429.0,5.444799900054932,5.357335090637207,5.364299774169922,5.364299774169922,0.0,5.364299774169922
2021-02-10,28.040000915527344,27.1200008392334,27.799999237060547,27.739999771118164,52949900.0,27.799999237060547,119738.0,117970.0,118430.0,119472.0,8644600.0,118430.0,5.43209981918335,5.353300094604492,5.376699924468994,5.3765997886657715,0.0,5.376699924468994
2021-02-11,28.5,27.8700008392334,28.079999923706055,28.139999389648438,61158600.0,28.079999923706055,120283.0,118440.0,119235.0,118440.0,7567400.0,119235.0,5.392499923706055,5.333690166473389,5.384900093078613,5.384900093078613,0.0,5.384900093078613
2021-02-12,28.489999771118164,27.610000610351562,28.440000534057617,27.809999465942383,47801100.0,28.440000534057617,119763.0,118163.0,119116.0,119300.0,7655900.0,119116.0,5.407599925994873,5.35699987411499,5.3653998374938965,5.3653998374938965,0.0,5.3653998374938965
2021-02-18,30.920000076293945,29.040000915527344,29.270000457763672,30.3799991607666,105539200.0,29.270000457763672,120845.0,118515.0,119140.0,120361.0,10720600.0,119140.0,5.448299884796143,5.38640022277832,5.409800052642822,5.40780782699585,0.0,5.409800052642822
2021-02-19,28.489999771118164,27.170000076293945,27.329999923706055,28.030000686645508,215834800.0,27.329999923706055,119250.0,117867.0,118748.0,119199.0,10402800.0,118748.0,5.465878963470459,5.364963054656982,5.42579984664917,5.42549991607666,0.0,5.42579984664917
2021-02-22,23.200000762939453,21.399999618530273,21.670000076293945,22.799999237060547,490230400.0,21.670000076293945,118388.0,111650.0,112668.0,118388.0,21768700.0,112668.0,5.528031826019287,5.377600193023682,5.38070011138916,5.381800174713135,0.0,5.38070011138916
2021-02-23,24.260000228881836,22.709999084472656,24.059999465942383,23.049999237060547,293503100.0,24.059999465942383,115380.0,112667.0,115227.0,112676.0,15174900.0,115227.0,5.478600025177002,5.408784866333008,5.463399887084961,5.464799880981445,0.0,5.463399887084961
2021-02-24,25.0,24.010000228881836,24.399999618530273,24.549999237060547,155246400.0,24.399999618530273,116208.0,114668.0,115668.0,115229.0,11399300.0,115668.0,5.4475908279418945,5.389699935913086,5.439599990844727,5.439499855041504,0.0,5.439599990844727
2021-02-25,25.25,23.100000381469727,23.190000534057617,25.0,170233000.0,23.190000534057617,116506.0,111764.0,112256.0,115668.0,12466500.0,112256.0,5.509500026702881,5.401800155639648,5.402964115142822,5.403075218200684,0.0,5.402964115142822
2021-02-26,23.420000076293945,21.969999313354492,22.239999771118164,23.200000762939453,159881000.0,22.239999771118164,113466.0,109827.0,110035.0,112260.0,14618500.0,110035.0,5.581099987030029,5.489999771118164,5.528025150299072,5.527746200561523,0.0,5.528025150299072
2021-03-01,23.040000915527344,21.920000076293945,22.0,22.799999237060547,90330100.0,22.0,112445.0,110036.0,110335.0,110036.0,11239900.0,110335.0,5.606900215148926,5.55679988861084,5.597599983215332,5.602399826049805,0.0,5.597599983215332
2021-03-02,22.329999923706055,20.670000076293945,21.989999771118164,21.84000015258789,147772300.0,21.989999771118164,112428.0,107319.0,111540.0,110328.0,14823200.0,111540.0,5.730000019073486,5.637199878692627,5.640699863433838,5.640699863433838,0.0,5.640699863433838
2021-03-03,21.889999389648438,20.479999542236328,21.190000534057617,21.799999237060547,185688500.0,21.190000534057617,112398.0,107466.0,111184.0,111529.0,15144300.0,111184.0,5.769100189208984,5.668252944946289,5.675099849700928,5.675000190734863,0.0,5.675099849700928
2021-03-04,22.399999618530273,21.1200008392334,22.219999313354492,21.299999237060547,127843200.0,22.219999313354492,114433.0,111163.0,112690.0,111191.0,14221600.0,112690.0,5.63539981842041,5.545100212097168,5.617499828338623,5.616453170776367,0.0,5.617499828338623
